,Title,Author,Vote,Views,Link,Body,Date release
129,(Stoicism) Meditations - Marcus Aurelius (Quyển 2) (1),Hoàng Bách,11,652,https://spiderum.com/bai-dang/Stoicism-Meditations-Marcus-Aurelius-Quyen-2-1-oea,"  QUYỂN 2                1. Khi ta thức dậy vào buổi sáng, hãy tự nói với bản thân mình: Những kẻ ngày hôm nay ta phải gặp sẽ là những kẻ quấy rầy, vô...",14 tháng 5
130,Xác suất mà vũ trụ là chương trình giả lập máy tính là bao nhiêu phần trăm?,Phương Giang,4,889,https://spiderum.com/bai-dang/Xac-suat-ma-vu-tru-la-chuong-trinh-gia-lap-may-tinh-la-bao-nhieu-phan-tram-ocn," Trả lời: Jonathan Armstrong, từng học tại Đại học Massey.  Nguồn:  https://qr.ae/T3PNq4   ______________  Lời phát biểu của Elon Musk: “  Xác suất vũ...",13 tháng 5
131,"Meme: Khái niệm, lịch sử và sự thật",Nguyễn Đức Thắng,17,1091,https://spiderum.com/bai-dang/Meme-Khai-niem-lich-su-va-su-that-obu," Meme, đơn-vị-thông-tin-văn-hóa lan truyền bằng cách bắt chước. Thuật ngữ meme (bắt nguồn từ ""mimema"" trong tiếng Hy Lạp, có nghĩa là ""bắt chước"")...",12 tháng 5
132,Từ năng lượng đến xe hơi: Tesla sẽ thay đổi thế giới như thế nào (Phần 1),(￣ ^ ￣),29,1384,https://spiderum.com/bai-dang/Tu-nang-luong-den-xe-hoi-Tesla-se-thay-doi-the-gioi-nhu-the-nao-Phan-1-obb,  Tác giả: Tim Urban    Ngày đăng -    02 tháng 06 năm 2015     Đây là Phần 2 của loạt bài gồm bốn phần về các công ty của Elon Musk. Để biết lý...,11 tháng 5
133,Từ năng lượng đến xe hơi: Tesla sẽ thay đổi thế giới như thế nào (Phần 3.2) (Phần cuối),(￣ ^ ￣),22,1152,https://spiderum.com/bai-dang/Tu-nang-luong-den-xe-hoi-Tesla-se-thay-doi-the-gioi-nhu-the-nao-Phan-32-Phan-cuoi-obe,"  Phần 1    Phần 2    Phần 3.1   ______________________  Hiệu ứng gợn sóng  Nếu bạn là một trong những công ty xe hơi lớn, vốn đã tồn tại hàng thập...",11 tháng 5
134,Từ năng lượng đến xe hơi: Tesla sẽ thay đổi thế giới như thế nào (Phần 3.1),(￣ ^ ￣),16,853,https://spiderum.com/bai-dang/Tu-nang-luong-den-xe-hoi-Tesla-se-thay-doi-the-gioi-nhu-the-nao-Phan-31-obd,     PHẦN 3: CÂU CHUYỆN VỀ TESLA                  Christie Nicholson nhớ lần đầu tiên gặp Elon Musk tại một bữa tiệc vào năm 1989.  “Tôi nhớ khá chắc...,11 tháng 5
135,Từ năng lượng đến xe hơi: Tesla sẽ thay đổi thế giới như thế nào (Phần 2),(￣ ^ ￣),15,843,https://spiderum.com/bai-dang/Tu-nang-luong-den-xe-hoi-Tesla-se-thay-doi-the-gioi-nhu-the-nao-Phan-2-obc," PHẦN 2: CÂU CHUYỆN VỀ XE HƠI          Cùng gặp gỡ người sở hữu chiếc xe đầu tiên trên thế giới.          Đó là Hoàng đế Trung Quốc, Khang Hi, đang...",11 tháng 5
136,Giới thiệu một nghiên cứu về “tin giả”: “Hỗn loạn thông tin - Hướng đến một khuôn khổ liên...,Nguyễn Vũ Hiệp,5,807,https://spiderum.com/bai-dang/Gioi-thieu-mot-nghien-cuu-ve-tin-gia-Hon-loan-thong-tin-Huong-den-mot-khuon-kho-lien-nganh-cho-viec-nghien-cuu-and-xay-dung-chinh-sach-Ky-1-ob7,         >> Download bản pdf của bài tại  ĐÂY .  ⚜   Kỳ 1:   Giới thiệu & Nhập đề    Đôi lời của người giới thiệu   Trong những tháng đầu năm...,11 tháng 5
137,"[Stoicism] - Dịch Seneca (38): Về: Lời nói như những hạt giống, hãy trân trọng nó, và sử...",Andy Luong,36,1426,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-38-Ve-Loi-noi-nhu-nhung-hat-giong-hay-tran-trong-no-va-su-dung-no-mot-cach-khon-ngoan-oa3,"   Lời tựa  :
                
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",10 tháng 5
138,"[Stoicism] - Dịch Seneca (37): Về tác dụng của lời tuyên thệ với mục tiêu ta đã chọn, và...",Andy Luong,31,1074,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-37-Ve-tac-dung-cua-loi-tuyen-the-voi-muc-tieu-ta-da-chon-va-cach-thuc-mot-nguoi-co-the-hoan-thanh-no-o92,"   Lời tựa  : 
             
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học...",9 tháng 5
139,(Stoicism) Meditations - Marcus Aurelius (4),Hoàng Bách,13,647,https://spiderum.com/bai-dang/Stoicism-Meditations-Marcus-Aurelius-4-o4f," Quyển 1: NHỮNG MỐI NỢ VÀ NHỮNG BÀI HỌC  17. CÁC VỊ THẦN LINH  Ta nợ các vị thần linh:  Rằng ta có người ông, người bà tốt, một người mẹ và một người...",5 tháng 5
140,"Chủ nghĩa khắc kỷ và Phật giáo
- những bài học, sự tương đồng và đôi nét khác biệt ",LipitGod,17,1809,https://spiderum.com/bai-dang/Chu-nghia-Khac-Ky-va-Phat-giao-nhung-bai-hoc-su-tuong-dong-va-doi-net-khac-biet-o3j,"               ""Những vị Bà La Môn không sở hữu gia súc, vàng bạc hay của cải. Họ xem kiến thức của họ như của cải. Họ bảo vệ cuộc đời thiêng liêng...",5 tháng 5
141,"(Stoicism) Meditations - Marcus Aurelius (3)
",Hoàng Bách,9,643,https://spiderum.com/bai-dang/Stoicism-Meditations-Marcus-Aurelius-3-o3b,  Quyển 1: NHỮNG MỐI NỢ VÀ NHỮNG BÀI HỌC   15. MAXIMUS  Sự tự chủ và kiềm chế trước những sự sao lãng.  Sự lạc quan trong nghịch cảnh - đặc biệt là...,4 tháng 5
142,"Bên trong OpenAI Five - kẻ đánh bại nhà vô địch thế giới Dota2, Team OG",SandS_,32,1423,https://spiderum.com/bai-dang/Ben-trong-OpenAI-Five-ke-danh-bai-nha-vo-dich-the-gioi-Dota2-Team-OG-o1r," Ngày 13.04.2019, OpenAI Five (từ giờ mình sẽ gọi tắt là Five), một trí tuệ nhân tạo được phát triển bởi đội ngũ của OpenAI, đánh bại nhà đương kim vô...",3 tháng 5
143,Spiderum Youtube (P8): Liệu chú chó nhà bạn có bị thiểu năng trí tuệ?,Spiderum_Youtube,17,1088,https://spiderum.com/bai-dang/Spiderum-Youtube-P8-The-nao-la-mot-Freelancer-gioi-Lam-nghe-si-thi-co-giau-khong-o10," Xin chào cả nhà, lại là chúng mình đây, team Youtube của Spiderum.          Mưa đã có ô. Lạnh đã có áo. Cuối tuần mà không có ai để đi chơi cùng thì...",2 tháng 5
144,Thông báo Xê mi na - Kể chuyện cảnh giác: Bluezone,Curly Rae Braces,30,1509,https://spiderum.com/bai-dang/Thong-bao-Xe-mi-na-Ke-chuyen-canh-giac-Bluezone-o0j,"          Ngày mai (sáng CN 10:00 - 12:00, 2020-05-03) bọn mình (vnhacker ft. grab driver) sẽ có xê-mi-na ""Kể chuyện cảnh giác: Bluezone"" nói về các...",2 tháng 5
145,"[Stoicism] - Dịch Seneca (36): Về sự nổi tiếng quá sớm, và quan điểm của tôi về cái chết...",Andy Luong,28,1320,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-36-o0s,"   Lời tựa  :  
          
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà...",2 tháng 5
146,(Stoicism) Meditations - Marcus Aurelius (2),Hoàng Bách,7,753,https://spiderum.com/bai-dang/Stoicism-Meditations-Marcus-Aurelius-2-o16," Vài lời chú giải trước khi mình dịch tiếp   Về khái niệm logos:     Logos là một khái niệm trong Stoicism, bắt nguồn từ một niềm tin rằng vũ trụ...",2 tháng 5
147,Những vấn đề kỹ thuật và bảo mật của ứng dụng BlueZone,Curly Rae Braces,83,3325,https://spiderum.com/bai-dang/Nhung-van-de-ky-thuat-va-bao-mat-voi-ung-dung-BlueZone-nxh," Bộ Thông tin- truyền thông và BKAV tuần trước có ra thông báo về app BlueZone để dò vết virus Covid ở Việt Nam. Đây là một ý tưởng tốt, và nếu thực...",28 tháng 4
148,[Stoicism] - Dịch Seneca (35): Đôi dòng về tình bạn trên con đường hướng đến sự thông tuệ...,Andy Luong,60,1549,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-35-Doi-dong-ve-tinh-ban-tren-con-duong-huong-den-su-thong-tue-vinh-quang-nay-nul,"   Lời tựa  :    
      
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà...",26 tháng 4
149,"Với 1,000,000 views YouTube trả cho tôi bao nhiêu ?",Tuấn Milan,43,1711,https://spiderum.com/bai-dang/Voi-1000000-views-YouTube-tra-cho-toi-bao-nhieu-ntn,"        Thế giới ngày càng phát triển và con người trong thế giới ấy ngày càng muốn chia sẻ, kết nối đồng thời thể hiện bản thân nhiều...",25 tháng 4
150,COVID-19: Khi cả thế giới cùng mò mẫm (Kì 2),Almost Engineer,6,1043,https://spiderum.com/bai-dang/COVID-19-Khi-ca-the-gioi-cung-mo-mam-Ki-2-ntr,"     (2020 Getty Images)      Trong    kì trước   , mình đã giới thiệu đến cho các bạn mô hình diễn biến của  Covid-19  trong giai đoạn 2020-2025, các...",25 tháng 4
151,[Stoicism] - Dịch Seneca (34): Về niềm vui của một người bạn đồng hành trên con đường đến...,Andy Luong,24,1026,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-34-Ve-niem-vui-cua-mot-nguoi-ban-dong-hanh-tren-con-duong-den-voi-su-thong-thai-ntm,"   Lời tựa  :   
     
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn...",25 tháng 4
152,Spiderum Youtube (P6): Tại sao internet Giật Lag? Bạn đã hiểu đúng về Ung Thư?,Spiderum_Youtube,20,1097,https://spiderum.com/bai-dang/Spiderum-Youtube-P6-Tai-sao-internet-Giat-Lag-Ban-da-hieu-dung-ve-Ung-Thu-nrk," Xin chào cả nhà, lại là chúng mình đây, team Youtube của Spiderum.          Hôm nay, hãy cùng chúng mình bổ sung thêm kiến thức về những vấn đề trong...",23 tháng 4
153,"THẾ GIỚI SẼ RA SAO NẾU KHÔNG CÓ ""GIÁN"" ?",Mạnh Chung,63,3047,https://spiderum.com/bai-dang/THE-GIOI-SE-RA-SAO-NEU-KHONG-CO-GIAN-nrh," “Gián” là loài sinh vật mà nhiều chị em phụ nữ hay một số nam giới ghét cay ghét đắng        Khi nhắc đến gián, nhiều người ngay lập tức nghĩ ngay...",23 tháng 4
154,Chút kiến thức về VGA của tui,Hoàng Tuấn,25,2184,https://spiderum.com/bai-dang/Chut-kien-thuc-ve-VGA-cua-tui-nqj, Quay lại đây làm thêm bài về VGA cho đủ bộ chứ không lại lệch :0   Trước khi vô bài viết mình muốn các bạn rõ các khái niệm...,22 tháng 4
155, Hậu quả từ CÔNG NGHỆ sau đại dịch COVID-19,Tranquoctuan,6,708,https://spiderum.com/bai-dang/AN-TOAN-SO-TRONG-DAI-DICH-COVID-19-nrg,"         Trong dịch bệnh Covid-19, trí tuệ nhân tạo, thị giác máy tính, khoa học dữ liệu và nhiều công nghệ tiên tiến khác đã mang lại vô số lợi ích...",23 tháng 4
156,COVID-19: Khi cả thế giới cùng mò mẫm (Kì 1),Almost Engineer,13,1269,https://spiderum.com/bai-dang/COVID-19-Khi-ca-the-gioi-cung-mo-mam-Ki-1-nqh,"      (2020 Getty Images)     Hôm nay, 22/4, nhiều nơi trên cả nước bắt đầu đi làm, đi học. Ra đường ít bỡ ngỡ hơn, nhịp sống cũ đang dần trở lại. Đọc...",22 tháng 4
157,Cội Nguồn Của Cô Đơn ,Huskywannafly,163,8067,https://spiderum.com/bai-dang/Coi-Nguon-Co-Don-nor,"  Tác giả: Jil Lepore, 30 tháng 3, 2020   Chỉ mới khoảng một thế kỷ trước, hầu như không ai sống một mình, trái ngược với hiện tại khi rất nhiều người...",21 tháng 4
158,Học máy - Machine Learning giúp thay đổi tương lai như thế nào?,Tranquoctuan,18,877,https://spiderum.com/bai-dang/Hoc-may-Machine-Learning-giup-thay-doi-tuong-lai-nhu-the-nao-noq," Thuở còn đi học, đa phần chúng ta thường sợ nhất là các môn học thuộc lòng và không hiểu vì sao trí nhớ của mình chỉ tồn tại trong đầu đúng từ tối...",21 tháng 4
159,vũ trụ của một năm,linhblue,5,908,https://spiderum.com/bai-dang/Chuyen-hanh-trinh-mot-nam-cua-vu-tru-nn4," 13.8 tỉ năm - tuổi của vũ trụ mà chúng ta biết hiện tại, quá rộng lớn để có thể đem ra đối chiếu mà nhìn rõ được! Vậy thì hãy thử nhờ cậy Einstein tí...",20 tháng 4
160,In science we trust! Biến đổi khí hậu (1),doanguyen,51,1343,https://spiderum.com/bai-dang/In-science-we-trust-Bien-doi-khi-hau-1-nm9," Tranh chấp ở biển Đông, sự bất ổn định tại Trung Đông, nghèo nàn lạc hậu ở châu Phi hay đảo chính, tham nhũng ở Nam Mỹ,.. đều chỉ là mang tính cục...",19 tháng 4
161,[TTTC] - Luôn sòng phẳng,Hoàng Vũ Anh,32,1740,https://spiderum.com/bai-dang/TTTC-Luon-song-phang-nlr, Sau nhiều năm đèn sách và kết hợp với kinh nghiệm thực tế tôi đúc kết lại tất cả những kiến thức tốt nhất của mình thành một mục được gọi là TRÍ TUỆ...,19 tháng 4
162,iPhone SE 2020 liệu có ĐẮT?,.Gryffindor,12,998,https://spiderum.com/bai-dang/iPhone-SE-2020-lieu-co-DAT-nkz," Ngày 15/4 vừa qua, Apple đã “không kèn trống” ra mắt chiếc iPhone SE 2020 với giá khởi điểm $399 (~9,4 triệu đồng) một mức giá dễ chấp nhận tại Châu...",18 tháng 4
163,"[Stoicism] - Dịch Seneca (33): Về lý do tại sao tôi thôi kết thư bằng những câu trích dẫn,...",Andy Luong,49,1222,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-33-Ve-ly-do-tai-sao-toi-thoi-ket-thu-bang-nhung-cau-trich-dan-va-ve-thai-do-tu-chu-trong-viec-hoc-nkb,"   Lời tựa  : 
     
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn...",18 tháng 4
164,Trải nghiệm 3 tháng khoá học coding bootcamp 425 triệu,King Of Jack,61,1982,https://spiderum.com/bai-dang/Trai-nghiem-3-thang-khoa-hoc-coding-bootcamp-425-trieu-nif,"   Disclaimer: Mình không có liên quan tài chính với bất kì một coding bootcamp nào tại Mỹ và Việt Nam.   Trong những năm gần đây, Việt Nam đã bắt đầu...",16 tháng 4
165,Mình đã thiết kế ứng dụng Habit Tracker từ con số 0 thế nào? (Habit Tracker UI/UX design...,Bánh Gấu,41,2112,https://spiderum.com/bai-dang/Minh-da-thiet-ke-ung-dung-Habit-Tracker-tu-con-so-0-the-nao-Habit-Tracker-UIUX-design-case-study-ni5,"         Trong thời gian bắt đầu tự học UI/UX (giao diện người dùng và trải nghiệm người dùng), mình rất may mắn khi nhận được yêu...",16 tháng 4
166,[Django with love - 3] Let's code,taolao,10,906,https://spiderum.com/bai-dang/Django-with-love-3-Lets-code-nhi, Bây giờ là 17h40. Công ty mình làm việc từ 8 giờ sáng đến 17h30 chiều. Mà dạo này covid nó hoành hành quá nên công ty cho mình làm tại nhà. Thành ra...,15 tháng 4
167,Đại dịch mở ra kỷ nguyên của trí tuệ nhân tạo và dữ liệu,Tranquoctuan,14,948,https://spiderum.com/bai-dang/Dai-dich-mo-ra-ky-nguyen-cua-tri-tue-nhan-tao-va-du-lieu-ng2," Trong đại dịch Covid-19, các ngành công nghệ cao hỗ trợ con người trên phạm vi toàn cầu.  Trước khi dịch bệnh diễn ra, ít ai nghĩ Trung Quốc có...",14 tháng 4
168,TỪ VẺ ĐẸP CỦA VÔ HẠN ĐẾN SỰ HÌNH THÀNH CÁC VŨ TRỤ SONG SONG (P1),Elsfor,13,1365,https://spiderum.com/bai-dang/TU-VE-DEP-CUA-VO-HAN-DEN-SU-HINH-THANH-CAC-VU-TRU-SONG-SONG-P1-ng1,"   Giai điệu của Vô hạn     Không phải trên bầu trời đầy sao, cũng chẳng phải trong sự mỹ lệ của các tràng hoa với toàn bộ sự hoàn hảo của nó sẽ làm...",14 tháng 4
169,Bạn Nên Ăn Bao Nhiêu Chất Xơ Mỗi Ngày?,HarryNguyen,13,793,https://spiderum.com/bai-dang/Ban-Nen-An-Bao-Nhieu-Chat-Xo-Moi-Ngay-nfb,          🥬 Chất xơ là một thành phần rất quan trọng trong chế độ ăn uống hàng ngày của mỗi chúng ta. Hấp thụ chất xơ với hàm lượng vừa phải có thể...,14 tháng 4
170,IT Tuần này có gì mới #9 - 13/4/2020,doanguyen,24,1236,https://spiderum.com/bai-dang/IT-Tuan-nay-co-gi-moi-9-1342020-ne5, IT  - Tuần này có gì mới là blog mình cập nhật hàng tuần những sự kiện liên quan tới giới công nghệ nói chung và lập trình nói riêng. Mục được...,13 tháng 4
171,"Airbnb Javascript style guide: Hãy là một coder có ""phong cách gọn gàng sạch sẽ""",Đào Duy Tân,10,826,https://spiderum.com/bai-dang/Airbnb-Javascript-style-guide-Hay-la-mot-coder-co-phong-cach-gon-gang-sach-se-nen,"   ""From a guy that never get a 10 from writing""          Do trên công ti mình được assign cho một buổi sharing về Airbnb Javascript nên...",13 tháng 4
172,"Chào mừng đến với bữa tiệc, CAR-T",Nhất Chi Mai,12,687,https://spiderum.com/bai-dang/Chao-mung-den-voi-bua-tiec-CAR-T-nd5,  Tác giả: Sebastian Wellford    Ngày 15 tháng Bảy năm 2017 - 10 phút đọc      Hình ảnh một tế bào T khoẻ mạnh từ NIAID.    Một phép điều trị ung thư...,12 tháng 4
173,"[Stoicism] - Dịch Seneca (32): Về sự ẩn mình, cùng đôi lời về sự ngắn ngủi của cuộc đời!",Andy Luong,51,1645,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-32-nbd,"   Lời tựa  :  
  
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là...",11 tháng 4
174,Đời sống Game hóa,Hùng Vũ,56,1483,https://spiderum.com/bai-dang/Doi-song-Game-hoa-na6,"          Từ bảng điểm đến thiết bị theo dõi đo đạc, game đã xâm nhập vào công sở, đóng vai trò gián điệp, giám thị và cơ chế kiểm soát xã hội.    Sâu...",10 tháng 4
175,Công nghệ có thể giúp nước Mỹ “ tự do” khỏi sự cách ly,SantioN,6,674,https://spiderum.com/bai-dang/Cong-nghe-co-the-giup-nuoc-My-tu-do-khoi-su-cach-ly-nat,         Việc theo dõi liên lạc đang hoạt động tốt ở Hàn Quốc và Singapore. Nhưng nó lại nảy sinh ra vấn đề quyền riêng tư.  Derek Thompson  ...,10 tháng 4
176,Cuộc cách mạng của Emoji,Hoang Vu,10,1238,https://spiderum.com/bai-dang/Cuoc-cach-mang-cua-Emoji-nao,"    Bộ Emoji của FaceBook    Ngày nay, việc giao tiếp trên thiết bị số hóa không chỉ dừng lại ở việc gửi tin nhắn mà chúng ta có thể kết hợp giữa từ...",10 tháng 4
177,Vì sao so sánh năng suất lao động giữa các nước là không có ý nghĩa (Phần 2),Hachane,46,3466,https://spiderum.com/bai-dang/Vi-sao-so-sanh-nang-suat-lao-dong-giua-cac-nuoc-la-vo-nghia-Phan-2-n4z," Sau khi viết xong  Phần 1  và nhận được bình luận từ nhiều người, cũng có lúc mình nghi ngờ liệu có phải mình đã sai chỗ nào đấy không, vì nó đi...",6 tháng 4
178,Spiderum Youtube (P2): Tán gái bằng tâm lý học? Ứng dụng của lý thuyết trò chơi?,Spiderum_Youtube,14,1101,https://spiderum.com/bai-dang/Tuyen-tap-video-cua-Spiderum-Youtube-Phan-II-n4x," Xin chào cả nhà, lại là chúng mình, team Youtube của Spiderum đây!          Chúng mình lại xin mạn phép chiếm một chút sóng của anh em hehe. Hôm nay...",6 tháng 4
179,Tăng năng suất lao động có phải là gốc rễ của tăng trưởng GDP và vì sao việc so sánh NSLĐ...,Hachane,61,3085,https://spiderum.com/bai-dang/Tang-nang-suat-lao-dong-co-phai-la-goc-re-cua-tang-truong-GDP-va-vi-sao-viec-so-sanh-NSLD-giua-cac-nuoc-la-khong-co-y-nghia-Phan-1-n25," (Update: đã bỏ bớt công thức toán và bổ sung giải thích)  Gần đây, năng suất lao động của Việt Nam là một vấn đề được nhiều người quan tâm. Nhiều...",4 tháng 4
180,"[Stoicism] - Dịch Seneca (31): Đôi lời về tâm trí vững vàng, Chúa, và con đường ý nghĩa...",Andy Luong,50,1747,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-31-Doi-loi-ve-tam-tri-vung-vang-Chua-va-con-duong-y-nghia-ban-da-chon-cho-minh-n23,"   Lời tựa  :
  
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là...",4 tháng 4
181,Con người có thể cứu Mặt Trời khỏi cái chết?,Phương Giang,9,766,https://spiderum.com/bai-dang/Con-nguoi-co-the-cuu-Mat-Troi-khoi-cai-chet-n0x," Câu hỏi: Hàng trăm tỉ năm sau, liệu con người có thể cứu Mặt Trời khỏi cái chết bằng cách cung cấp cho nó một nguồn khí hydro không?  Trả lời: Gavin...",3 tháng 4
182,[TTTC] - Bắt đầu từ những điều nhỏ nhặt,Hoàng Vũ Anh,31,1462,https://spiderum.com/bai-dang/TTTC-Bat-dau-tu-nhung-dieu-nho-nhat-mu6, Sau nhiều năm đèn sách và kết hợp với kinh nghiệm thực tế tôi đúc kết lại tất cả những kiến thức tốt nhất của mình thành một mục được gọi là TRÍ TUỆ...,1 tháng 4
183,"Mức độ đáng tin cậy của Wikipedia như thế nào khi là một nguồn thông tin, và tại sao?",Levi Nguyen,26,2569,https://spiderum.com/bai-dang/Muc-do-dang-tin-cay-cua-Wikipedia-nhu-the-nao-khi-la-mot-nguon-thong-tin-va-tai-sao-mv4,         Điều đó còn phụ thuộc.   Tôi là một quản trị viên trên Malayalam Wikipedia. Tôi cũng thực hiện kiểm tra việc thay đổi thông tin gần đây trên...,30 tháng 3
184,"Động vật chưa thuần hóa nào làm thú cưng tuyệt nhất (cáo, gấu mèo, khỉ…)?",Levi Nguyen,11,1414,https://spiderum.com/bai-dang/Dong-vat-chua-thuan-hoa-nao-lam-thu-cung-tuyet-nhat-cao-gau-meo-khi-mub,"  KHÔNG  có con nào trong chúng cả.   Những con cáo sẽ tè và ị khắp mọi nơi để đánh dấu thứ đó là của chúng, bao gồm cả giường của chúng và bạn...",30 tháng 3
185, Thử nghiệm lâm sàng: từ nước bạn nhìn về nước mình.,fengwu,16,1770,https://spiderum.com/bai-dang/Thu-nghiem-lam-sang-tu-nuoc-ban-nhin-ve-nuoc-minh-mu0," Từ hai tuần nay, mình bắt đầu làm việc ở nhà. Cả nước Pháp bị đặt trong tình trạng giới nghiêm, nghĩa là mọi người hạn chế đi lại, chỉ được di chuyển...",29 tháng 3
186,[Stoicism] - Dịch Seneca (30): Về cách mà ông bạn Bassus đang đối mặt với cái chết!,Andy Luong,15,1042,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-30-Ve-cach-ma-ong-ban-Bassus-dang-doi-mat-voi-cai-chet-mrp,"   Lời tựa  :  

Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là...",28 tháng 3
187,Dẫn dắt doanh nghiệp qua thời kì Covid,Thanh Huyền,3,726,https://spiderum.com/bai-dang/Dan-dat-doanh-nghiep-qua-thoi-ki-Covid-mq4, Rõ ràng điểm mấu chốt chúng ta nên bàn tới thời điểm này là căn bệnh lây lan khủng khiếp đó. Nhưng những tác động về kinh tế thì cũng nghiêm trọng...,27 tháng 3
188,Những công cụ hữu ích cho các nhà đầu tư,Hoàng Vũ Anh,53,3408,https://spiderum.com/bai-dang/Nhung-cong-cu-huu-ich-cho-cac-nha-dau-tu-mll," Chào các anh chị em thiện lành. Để trở thành một nhà đầu tư thành công, ngoài kiến thức là điều bắt buộc phải có thì chúng ta phải cần thêm rất nhiều...",23 tháng 3
189,20 bức ảnh tráng lệ được kính viễn vọng Hubble ghi lại phô bày vẻ đẹp của vũ trụ,M D V N,47,2505,https://spiderum.com/bai-dang/20-buc-anh-trang-le-duoc-kinh-vien-vong-Hubble-ghi-lai-pho-bay-ve-dep-cua-vu-tru-mju,"  Từ sự ra đời và cái chết của các vì sao cho đến những cấu trúc vĩ đại nhất của vũ trụ, Hubble đã cho ta thấy những hình ảnh mà ta chưa từng được...",22 tháng 3
190,"Chia sẻ thủ thuật, mẹo vặt khi máy tính mà ai cũng nên biết",bloghotro,3,844,https://spiderum.com/bai-dang/Chia-se-thu-thuat-meo-vat-khi-may-tinh-ma-ai-cung-nen-biet-mkh, Nếu bạn là một trong những người mới sử dụng máy tính và chưa có nhiều mẹo sử dụng thì nên tham khảo bài viết này  spiderum.com  xin được chia sẻ đến...,23 tháng 3
191,Những nghịch lý và sai lầm tài chính mà ai cũng mắc,Hoàng Vũ Anh,268,12236,https://spiderum.com/bai-dang/Nhung-nghich-ly-va-sai-lam-tai-chinh-ma-ai-cung-mac-mhr," Ai cũng có thể đi làm và kiếm ra tiền, đó là điều rất bình thường trong cuộc sống.  Nhưng có bao giờ bạn thắc mắc là tại sao có người đi làm mãi...",21 tháng 3
192,"[Stoicism] - Dịch Seneca (29): Về ông bạn Marcellinus, và về sự nổi tiếng!",Andy Luong,27,2071,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-29-mi7,"   Lời tựa :  

Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là một...",21 tháng 3
193,Tương lai của loài người nằm giữa các hành tinh,_zoella,12,725,https://spiderum.com/bai-dang/Tuong-lai-cua-loai-nguoi-nam-giua-cac-hanh-tinh-mig," Tác giả:  Adam Frank    Để tồn tại tới một nghìn năm nữa, con người phải cứu lấy Trái Đất, sau đó là mạo hiểm vượt khỏi phạm vi của nó.    Ảnh: Anton...",21 tháng 3
194,THUYẾT TƯƠNG ĐỐI CHO KINH DOANH VÀ CHO BẠN,Tuan Nguyen,13,971,https://spiderum.com/bai-dang/THUYET-TUONG-DOI-CHO-KINH-DOANH-VA-CHO-BAN-mhs,  A New Theory of Relativity for Business and You        Lời đầu: Trong khoảng thời gian tôi đọc “ Brief of Time – A Brief History of Time – Stephen...,21 tháng 3
195,Các giai đoạn của Covid-19 và hành động của chúng ta,Elbe040,47,3010,https://spiderum.com/bai-dang/Cac-giai-doan-cua-Covid-19-va-giai-phap-cua-chung-ta-me7," Trong bài viết này,   một chuyên gia về bệnh truyền nhiễm, bác sĩ Siouxsie Wiles   đến từ New Zeland sẽ chia sẻ cho chúng ta một số kiến thức về...",19 tháng 3
196,Cách giải quyết vấn đề của những gã khổng lồ công nghệ tại hai cực thế giới - Và câu...,Minh Quyen Khuat,50,1755,https://spiderum.com/bai-dang/Cach-giai-quyet-van-de-cua-nhung-ga-khong-lo-cong-nghe-tai-hai-cuc-the-gioi-Va-cau-chuyen-cua-chung-ta-ma9,"  Đây là bài viết mà mình đăng trên  LinkedIn , khi mình tìm hiểu về các công ty công nghệ ở Trung Quốc và Mỹ, và có chút suy nghĩ về vấn đề...",16 tháng 3
